swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
123,H,Z,0.0952,0.0019,0.0006,0.0004,0.0011,0.0546,0.0272,0.0642,0.0237,0.0329,0.0086,0.0400,0.0001,0.2056,0.3548,6483.076
124,Z,H,0.1658,0.0018,0.0004,0.0002,0.0015,0.0819,0.2162,0.1461,0.0261,0.0724,0.0045,0.0585,0.0003,0.5467,0.7813,6533.894
125,H,Z,0.1093,0.0019,0.0007,0.0002,0.0012,0.0725,0.0294,0.0733,0.0279,0.0279,0.0004,0.0361,0.0001,0.2339,0.3847,6584.301
126,Z,H,0.1139,0.0016,0.0005,0.0002,0.0017,0.0866,0.2103,0.1493,0.0228,0.0653,0.0005,0.0293,0.0001,0.5384,0.6874,6635.006
127,H,Z,0.0947,0.0020,0.0007,0.0002,0.0010,0.0521,0.0252,0.0625,0.0211,0.0364,0.0150,0.0344,0.0001,0.2003,0.3492,6685.372
128,Z,H,0.1374,0.0023,0.0007,0.0006,0.0022,0.0832,0.2407,0.1925,0.0248,0.0802,0.0125,0.0417,0.0002,0.6271,0.8257,6736.217
129,H,Z,0.1322,0.0027,0.0010,0.0004,0.0016,0.0669,0.0319,0.0772,0.0245,0.0390,0.0191,0.0386,0.0001,0.2431,0.4400,6786.677
130,Z,H,0.1220,0.0023,0.0007,0.0002,0.0015,0.0822,0.2463,0.1603,0.0257,0.0658,0.0029,0.0362,0.0002,0.5852,0.7522,6837.453
131,H,Z,0.1080,0.0024,0.0006,0.0002,0.0016,0.0707,0.0292,0.1047,0.0442,0.0343,0.0009,0.0444,0.0001,0.2870,0.4464,6887.944
132,Z,H,0.1136,0.0016,0.0005,0.0002,0.0012,0.0851,0.2168,0.1684,0.0226,0.0749,0.0027,0.0288,0.0001,0.5728,0.7224,6938.685
133,H,Z,0.1185,0.0021,0.0007,0.0005,0.0010,0.0592,0.0280,0.0688,0.0236,0.0410,0.0009,0.0495,0.0002,0.2236,0.3981,6989.105
134,Z,H,0.1457,0.0021,0.0006,0.0003,0.0024,0.0911,0.2745,0.1479,0.0239,0.0696,0.0103,0.0408,0.0001,0.6124,0.8162,7039.988
135,H,Z,0.1238,0.0029,0.0008,0.0004,0.0022,0.0725,0.0334,0.1082,0.0441,0.0364,0.0036,0.0372,0.0001,0.2980,0.4706,7090.481
136,Z,H,0.1357,0.0025,0.0009,0.0005,0.0022,0.0893,0.2195,0.1704,0.0315,0.0611,0.0004,0.0261,0.0000,0.5761,0.7458,7141.249
137,H,Z,0.0880,0.0020,0.0007,0.0003,0.0011,0.0540,0.0264,0.0685,0.0233,0.0316,0.0103,0.0407,0.0002,0.2075,0.3519,7191.620
138,Z,H,0.1510,0.0021,0.0006,0.0004,0.0027,0.1099,0.3759,0.1548,0.0260,0.0619,0.0006,0.0309,0.0001,0.7341,0.9235,7242.567
